CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster
05108398000106,GAAR TAMANDARÉ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FIF,,,0
05108403000172,ESPERANÇA FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,,,0
05109839000186,PRINCIPAL CLARITAS LONG SHORT FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,FITVM,,,0
05112343000161,BNP PARIBAS NOVA YORK CLASSE DE INVESTIMENTO MULTIMERCADO PREV - RESPONSABILIDADE LIMITADA,FIF,,,0
05112439000120,SANTANDER V RENDA FIXA CRÉDITO PRIVADO -  CIC FIF RESP LIMITADA,FIF,,,0
05113533000101,PARTNER FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,,,0
05113546000172,BRADESCO VGBL MODERADO FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,,,0
05113771000109,BRADESCO H VGBL CONSERVADOR FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,,,0
05114396000111,PREVICEL I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05114711000100,CAIXA MASTER III FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,,,0
05114716000133,CAIXA FÁCIL FIC DE CLASSE DE FIF RENDA FIXA SIMPLES - RESPONSABILIDADE LIMITADA,FIF,,,0
05114733000170,,,,,0
05116362000166,BRADESCO VGBL MODERADO II FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,,,0
05116459000179,BB PREV PUBLICO IGP-M I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05117292000160,FUNDO DE INVESTIMENTO MULTIMERCADO PETROS CRÉDITO PRIVADO,FIF,,,0
05117913000106,GBM FUNDO DE INVESTIMENTO FINANCEIRO MULT - RESP LIMITADA,FACFIF,,,0
05117996000133,COSTA DO SOL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV - RESPONSABILIDADE LIMITADA,FACFIF,,,0
05119745000198,BRASILPREV RT FIX A FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05124921000180,ALFA PREVIDÊNCIA FIF CLASSE DE INVESTIMENTO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05132896000186,,,,,0
05132901000150,BB EXCELÊNCIA 8 FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA LONGO PRAZO RESP LIMITADA,FACFIF,,,0
05132916000119,,,,,0
05134431000164,BB OLIMPO 33 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05134438000186,ALM BD CLASSE DE INVESTIMENTO RENDA  FIXA - RESP LIMITADA,FIF,,,0
05140500000142,AGRISUS FUNDO DE INVESTIMENTO EM AÇÕES,FACFIF,,,0
05142777000104,BB PRATA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,,,0
05149221000140,BB TOP AÇÕES EXPORTAÇÃO FIF RESPONSABILIDADE LIMITADA,FITVM,,,0
05158545000144,,,,,0
05159292000123,BM&A FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FACFIF,,,0
05163131000103,BRASILPREV RT FIX Z FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05164317000187,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO UNIPREV III RESPONSABILIDADE LIMITADA,FIF,,,0
05164325000123,UNIPREV IV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05164353000140,,,,,0
05164356000184,,,,,0
05164358000173,,,,,0
05164361000197,,,,,0
05164362000131,,,,,0
05164364000120,,,,,0
05164366000110,,,,,0
05164370000188,,,,,0
05164372000177,CAIXA EXCLUSIVO APEX BRASIL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESP LIMITADA,FIF,,,0
05164375000100,CAIXA MASTER CONSERVADOR FIF RENDA FIXA REFERENCIADO DI LONGO PRAZO - RESPONSABILIDADE LIMITADA,FIF,,,0
05164377000108,,,,,0
05170419000105,FIF  - CLASSE DE INVESTIMENTO MULTIMERCADO HUNTER CRÉDITO PRIVADO - RESP LIMITADA,FIF,,,0
05194662000163,BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO NAMBEI 2,FACFIF,,,0
05194812000139,BRADESCO VGBL AGRESSIVO FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,,,0
05194813000183,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO FICUS RESPONSABILIDADE LIMITADA,FIF,,,0
05196208000141,BANRISUL CABERGS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO RESPONSAB,FIF,,,0
05200914000110,ICATU SEG CLASSIC FUNDO DE INVESTIMENTO EM COTAS FIF RF - RESP LIMITADA,FIF,,,0
05200921000111,ICATU VANGUARDA SEG SOBERANO FIF  - CLASSE DE INVESTIMENTO RF  - RESPONSABILIDADE LIMITADA,FIF,,,0
05201532000100,DEZEMBRO RV FUNDO DE INVESTIMENTO MULTIMERCADO,FACFIF,,,0
05207090000100,BRAM H CASH II FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA,FIF,,,0
05211523000109,SANTANDER MSA MULTIMERCADO - CIC FIF RESP LIMITADA,FACFIF,,,0
05212008000135,SANTANDER FEI RENDA FIXA - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,,,0
05217490000104,MONTELLANO FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FIF,,,0
05222448000173,BRADESCO GALÁXIA FI FINANCEIRO - CI RF CRED PRIV REFERENCIADA DI - RESP LIMITADA,FACFIF,,,0
05222507000103,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV VECTRA,FACFIF,,,0
05222509000100,BRADESCO PRIME FUNDO DE INVESTIMENTO FINANCEIRO - CIC CAMBIAL DÓLAR - RESP LIMITADA,FACFIF,,,0
05222510000127,BRADESCO PRIME FIF - CIC RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA,FACFIF,,,0
05222533000131,BRADESCO PRIME FIF - CIC RENDA FIXA MULTI-ÍNDICES LONGO PRAZO - RESP LIMITADA,FACFIF,,,0
05222536000175,BRADESCO PRIME FIF - CIC MULTI - RESP LIMITADA,FACFIF,,,0
05222538000164,BRADESCO PRIME FIF - CIC RENDA FIXA REFERENCIADA DI PLUS -  RESPONSABILIDADE LIMITADA,FACFIF,,,0
05222545000166,BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA PLUS - RESPONSABILIDADE LIMITADA,FACFIF,,,0
05222547000155,BRADESCO PRIME FIF - CIC RENDA FIXA - RESPONSABILIDADE LIMITADA,FACFIF,,,0
05231562000160,,,,,0
05231651000106,SANTANDER SERINGAL RENDA FIXA CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,FIF,,,0
05231760000123,BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA NEGOCIAL - RESPONSABILIDADE LIMITADA,FIF,,,0
05231769000134,XP LIFE FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,,,0
05231773000100,BRAM MULTI-ÍNDICES FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,,,0
05274252000122,ROMA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO PREVIDENCIÁRIO - RESPONSABILIDADE LIMITADA,FIF,,,0
05289237000158,MANCHESTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05290139000130,RED STAR FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,FIF,,,0
05307497000109,CL SOBERANO FUNDO  DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,,,0
05307874000100,FIGO FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FACFIF,,,0
05314811000180,MARUPÁ FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA,FIF,,,0
05316787000119,FIF - CLASSE DE INVESTIMENTO RENDA FIXA RIO DE JANEIRO - RESP LIMITADA,FITVM,,,0
05317156000114,ARIZONA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,,,0
05317159000158,ASPEN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05322696000196,COUGAR FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO  EM AÇÕES,FIC-FITVM,,,0
05324427000169,BB UNIPRIME CENTRAL FUNDO DE INVESTIMENTO FINANCEIRO RENDAFIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05324449000129,BB FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO SISTEMA UNICRED RESP LIMITADA,FIF,,,0
05326919000193,BRASILPREV FIX ANNUITY FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE,FIF,,,0
05346352000117,EVOLUTION FUNDO DE INVESTIMENTO EM AÇÕES,FITVM,,,0
05357507000110,BANESTES INSTITUCIONAL FIF RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05362670000171,PERNAMBUCO FUNDO INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO RENDA FIXA - RESP  LIMITADA,FIF,,,0
05362674000150,HAWKER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRED PRIV - RESPONSABILIDADE LIMITADA,FIF,,,0
05369195000165,QUANTUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,,,0
05380745000147,MANSFIELD FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05381676000196,VAIL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO IE RESP LIMITADA,FACFIF,,,0
05381809000124,ITAÚ CAPITAL PERFORMANCE FIX MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,,,0
05382556000103,TROPICO VALUE FUNDO DE INVESTIMENTO DE AÇÕES - BDR NÍVEL I,FI,Ações,Ações Livre,0
05384841000163,,,,,0
05388033000174,WHG SISTEMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,,,0
05392300000187,WILMA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,,,0
05395864000173,FEI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05395898000168,LUANDA FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO EM AÇÕES,FACFIF,,,0
05395936000182,UV ABSOLUTO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,,,0
05396695000196,HYDRUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,,,0
05396707000182,GAAR INTERPID FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,,,0
05401257000179,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO TRADIÇÃO,FIF,,,0
05401962000176,BNP PARIBAS BACH CLASSE DE INVESTIMENTO  MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,,,0
05406585000168,CSHG CIN FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,,,0
05419215000165,ICATU VANGUARDA  XXXIV FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,,,0
05420135000120,,,,,0
05426951000140,NETUNO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,FIF,,,0
05431584000173,SADIA FIF ESPECIALMENTE CONSTITUÍDOS DA CIC RF - RESP LIMITADA,FIF,,,0
05441927000180,SAUÍPE FIF MULT CRED PRIV - RESP LIMITADA,FACFIF,,,0
05448587000110,OPPORTUNITY TOTAL FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05458600000111,INTER STRATÉGIE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO MULTIMERCADO,FIF,,,0
05458910000136,FAMOPI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05458928000138,SAGUARAJI PREVIDENCIÁRIO FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,,,0
05461721000112,IPORT MULTI FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FACFIF,,,0
05464910000149,BOSCH BRASIL VI PREVIDENCIÁRIO FIF RENDA FIXA LONGO PRAZO RESP LIMITADA,FIF,,,0
05480352000105,FUNDO DE INVESTIMENTO FINANCEIRO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO NELORE,FACFIF,,,0
05480353000150,HCN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,,,0
05482325000171,CONTINENTAL SÃO FRANCISCO CD FIF  CLASSE DE INVESTIMENTO MULT  - RESP  LTDA,FIF,,,0
05488919000190,PRINCIPAL CLARITAS HEDGE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INV MULTIMERCADO,FIF,,,0
05491225000101,HUGO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FACFIF,,,0
05491230000114,CSHG ALLOCATION VERDE AM AGAR FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA,FIF,,,0
05491551000119,SAFRA PRIVATE FLEX 027 FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FACFIF,,,0
05495393000175,SAFRA CAMBIAL SUPER FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVEST EM COTAS CAMBIAL RESP LIMITADA,FACFIF,,,0
05497231000176,CSHG ROSE FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO RESPONSABILIDADE LIMITADA,FIC-FITVM,,,0
05503706000190,SANTANDER PB CATANZARO MULTIMERCADO CRÉDITO PRIVADO - FIF,FACFIF,,,0
05508422000196,EQTPREV STRATEGY FIF MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA,FIF,,,0
05508427000119,INTEGRAL POXIM CLASSE DE INVESTIMENTO  MULTIMERCADO RESP LIMITADA,FIF,,,0
05508504000130,PROVENCE EQUITY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - INVESTIMENTO NO EXTERIOR - RESP LIMITADA,FITVM,,,0
05508529000134,SULAMÉRICA SAS CAPITAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA,FIF,,,0
05508550000130,SUL AMÉRICA AQUA FIF MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA,FIF,,,0
05510759000138,SANTANDER MASTER FUNCESP RENDA FIXA REFERENCIADO DI - CIC  FIF RESP LIMITADA,FACFIF,,,0
05513181000173,DBM FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,FACFIF,,,0
05513229000143,ONDINA FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,,,0
05513332000193,BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM COTAS FIF RF REFERENCIADA DI PORTIFÓLIO - RESP LIMITADA,FACFIF,,,0
05523348000187,,,,,0
05524130000147,,,,,0
05532645000199,MB PREV IX RF FUNDO DE INVESTIMENTO FINANCEIRO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,,,0
05532649000177,MB PREV VII RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,,,0
05535883000158,UNIBANCO PREVER III FIX 100 FIF CIC ESPECIALMENTE CONSTITUÍDOS RF - RESP LIMITADA,FIF,,,0
05536063000180,UNIBANCO PREVER II RV 30 FIF ESPECIALMENTE CONSTITUÍDOS CIC MULT - RESP LIMITADA,FIF,,,0
05549144000115,SUL AMÉRICA ALM TRAD I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA DE RESPONSABILIDADE LIMITADA,FIF,,,0
05554339000153,FUNDO DE INVESTIMENTO EM RENDA FIXA BRB MAIS RESPONSABILIDADE LIMITADA,FIF,,,0
05563613000150,SANTANDER MACRO CRESCIMENTO SPECIAL MULTIMERCADO - CIC FIF RESP LIMITADA,FIF,,,0
05573298000142,CSHG DIAMANTE GOULD FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESP LTDA,FACFIF,,,0
05575327000105,BUSCA VIDA FUNDO DE INVESTIMENTO FINANCEIRO,FACFIF,,,0
05575445000113,RICHMOND FIF  - CLASSE DE INVESTIMENTO MULT CRÉDITO PRIVADO - RESP  LIMITADA,FIF,,,0
05575465000194,ITAÚ RENDA FIXA REFERENCIADO DI PREMIUM FIF DA CIC RESP LIMITADA,FACFIF,,,0
05575480000132,ITAÚ ANTARES MULTIMERCADO PRS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,,,0
05583449000143,ORION FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FACFIF,,,0
05584030000106,CARTEIRA INSTITUCIONAL 66 FIF  - CLASSE DE INVESTIMENTO RENDA FIXA - RESP  LIMITADA,FIF,,,0
05584551000163,ITAÚ FUND OF FUNDS MULTIGESTOR X MULTIMERCADO FIF CIC RESPONSABILIDADE LIMITADA,FIF,,,0
05584616000170,ITAPEMA FI FINANCEIRO - CI MULT - RESP LIMITADA,FIF,,,0
05586694000104,SAPUCAÍ FUNDO DE INVESTIMENTO EM AÇÕES,FACFIF,,,0
05586704000101,CSHG ALLOCATION VERDE 30 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA,FIF,,,0
05586710000169,,,,,0
05589418000108,BRAM FI FINANCEIRO - CIA IBOVESPA - RESP LIMITADA,FITVM,,,0
05589424000157,BRAM FI FINANCEIRO - CIA - RESP LIMITADA,FITVM,,,0
05589433000148,BRAM FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA,FITVM,,,0
05590804000101,SICREDI - FUNDO DE INVESTIMENTO FINANCEIRO DE RENDA FIXA MAPFRE - RESPONSABILIDADE LIMITADA,FIF,,,0
05591837000176,MENKAR II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05592103000101,,,,,0
05592116000180,LAWTON EXCLUSIVO FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIF,,,0
05592150000155,SAFRA INVESTOR 035 FUNDO DE INV FINANCEIRO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,,,0
05595259000146,SINAF ALPHA CORPORATIVO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FACFIF,,,0
05595398000170,COUNTACH LPI MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO,FACFIF,,,0
05605879000119,POLO I FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTOS EM COTAS EM AÇÕES RESP LIMITADA,FITVM,,,0
05615511000131,MBPREV I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05615522000111,MBPREV II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05615541000148,WESTERN ASSET INDEPENDENCE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05615621000101,ODESSA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05624592000136,EXPRESS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FACFIF,,,0
05627929000169,MAPFRE EMPRESAS CLASSE DE INVESTIMENTO  RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,,,0
05628739000166,MAG SOBERANO FIF - CLASSE DE INVESTIMENTO RF  - RESP  LIMITADA,FIF,,,0
05628772000196,ITAÚ POS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,,,0
05628792000167,UNICLASS PÓS LONGO PRAZO FIF CIC RENDA FIXA RESP LIMITADA,FACFIF,,,0
05629454000140,RODEIO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,FACFIF,,,0
05629872000137,BRADESCO CORPORATE FIF -CIC CAMBIAL DÓLAR - RESPONSABILIDADE LIMITADA,FACFIF,,,0
05629888000140,BRADESCO CORPORATE FIF -CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESP LIMITADA,FACFIF,,,0
05629893000152,BRADESCO CORPORATE FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA,FACFIF,,,0
05629904000102,BRADESCO CORPORATE FC FIF RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA,FACFIF,,,0
05629940000168,,,,,0
05631933000109,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO KCL,FIF,,,0
05635774000102,BRADESCO H 1.000 FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO -  RESPONSABILIDADE LIMITADA,FACFIF,,,0
05636365000120,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRED PRIV WAFN-2,FACFIF,,,0
05642617000124,CHATEAUBRIAND PREVIDENCIÁRIO FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,,,0
05645156000143,TAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FIF,,,0
05656536000183,BTG PACTUAL MULTISTRATEGIES ADVANCED FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,FIF,,,0
05681154000100,K2 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05682880000147,PB TOTORO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05694242000146,SANTANDER PB BORROMEO MULTIMERCADO CRÉDITO PRIVADO - FUNDO  DE INVESTIMENTO FINANCEIRO,FACFIF,,,0
05697562000150,VENTURESTAR FUNDO DE INVESTIMENTO FINANCEIRO,FIF,,,0
05698839000169,BB POLO 27 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05701082000115,BRADESCO APABA FI FINANCEIRO - CI MULT - RESP LIMITADA,FIF,,,0
05701758000170,BB POLO 28 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA,FIF,,,0
05744901000101,MAG PREVIDÊNCIA FIF CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,,,0
05753141000107,BRADESCO PRIME FIF - CIC DE AÇÕES IBOVESPA ATIVO - RESPONSABILIDADE LIMITADA,FIC-FITVM,,,0
05753821000112,FIF - CIC PREVIDENCIÁRIO MULTIMERCADO RIO PARANAPANEMA CRÉDITO PRIVADO - RESP LIMITADA,FIF,,,0
05754026000149,FIF - CLASSE DE INVESTIMENTO EM COTAS PREVIDENCIÁRIO MULTIMERCADO EMAE CRÉD PRIV - RESP LIMITADA,FIF,,,0
05754033000140,FIF - CIC PREVIDENCIÁRIO MULTIMERCADO CPFL CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,,,0
05754041000197,FIF - CIC PREVIDENCIÁRIO MULTIMERCADO AES BRASIL CRÉDITO PRIVADO - RESP LIMITADA,FIF,,,0
05754046000110,FIF - CIC PREVIDENCIÁRIO MULTIMERCADO CPFL PIRATININGA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FIF,,,0
05754066000190,CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO,FIF,,,0
05754101000171,FIF CIC PREVIDENCIÁRIO MULTIMERCADO ELETROPAULO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,,,0
05755567000191,BB COMERCIAL 26 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05755769000133,ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA,FIF,,,0
05756488000103,RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,,,0
05762725000130,UBS BROW FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05764779000135,,,,,0
05764785000192,,,,,0
05766862000143,,,,,0
05775723000186,,,,,0
05775731000122,,,,,0
05775774000108,ALASKA POLAND FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,FITVM,,,0
05778214000107,JULIUS BAER ALOCAÇÃO MULTIMERCADO FIF - CIC MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,,,0
05785045000132,UCS FLEX FIF CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,,,0
05785188000144,WE FIGUEIRA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,,,0
05786899000133,NEO MULTI ESTRATÉGIA FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,,,0
05786931000180,,,,,0
05786938000100,,,,,0
05786944000150,,,,,0
